!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9979313198179561, "ud.x": 0.002068680182043856}
hora	{"ud.noun": 1.0}
horacio	{"ud.propn": 1.0}
horario	{"ud.noun": 0.875, "ud.adj": 0.125}
horarios	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
horas	{"ud.noun": 1.0}
horizontal	{"ud.adj": 1.0}
horizontales	{"ud.adj": 1.0}
hormiga	{"ud.noun": 1.0}
hormonas	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
horn	{"ud.propn": 1.0}
hornacina	{"ud.noun": 1.0}
horno	{"ud.noun": 1.0}
horror	{"ud.noun": 1.0}
hospedador	{"ud.noun": 1.0}
hospital	{"ud.noun": 0.6785714285714286, "ud.propn": 0.32142857142857145}
hospitales	{"ud.noun": 1.0}
hostilidad	{"ud.noun": 1.0}
hot	{"ud.propn": 1.0}
hotel	{"ud.noun": 0.7878787878787878, "ud.propn": 0.21212121212121213}
hotelera	{"ud.adj": 1.0}
hotelero	{"ud.adj": 1.0}
hoteles	{"ud.propn": 0.2692307692307692, "ud.noun": 0.7307692307692307}
house	{"ud.propn": 1.0}
houston	{"ud.propn": 1.0}
hoy	{"ud.adv": 0.9682539682539683, "ud.propn": 0.007936507936507936, "ud.noun": 0.023809523809523808}
hp	{"ud.propn": 1.0}
htc	{"ud.propn": 1.0}
hubiera	{"ud.aux": 0.8235294117647058, "ud.verb": 0.17647058823529413}
hubieran	{"ud.aux": 1.0}
hubiese	{"ud.verb": 0.2857142857142857, "ud.aux": 0.7142857142857143}
hubo	{"ud.verb": 0.9032258064516129, "ud.aux": 0.0967741935483871}
hueco	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
huelga	{"ud.noun": 1.0}
huelgas	{"ud.noun": 1.0}
huellas	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
huerta	{"ud.noun": 0.5, "ud.propn": 0.5}
huesca	{"ud.propn": 1.0}
hueso	{"ud.noun": 1.0}
huesos	{"ud.noun": 1.0}
huevo	{"ud.noun": 1.0}
huevos	{"ud.noun": 0.8571428571428571, "ud.adj": 0.14285714285714285}
hugo	{"ud.propn": 1.0}
huida	{"ud.noun": 1.0}
huila	{"ud.propn": 1.0}
huir	{"ud.verb": 0.9090909090909091, "ud.propn": 0.09090909090909091}
human	{"ud.propn": 1.0}
humana	{"ud.adj": 0.9411764705882353, "ud.noun": 0.058823529411764705}
humanas	{"ud.adj": 1.0}
humanidad	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
humanidades	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
humano	{"ud.adj": 0.84375, "ud.noun": 0.09375, "ud.propn": 0.0625}
humanos	{"ud.adj": 0.7567567567567568, "ud.propn": 0.05405405405405406, "ud.noun": 0.1891891891891892}
humedad	{"ud.noun": 1.0}
humildad	{"ud.noun": 1.0}
humilde	{"ud.adj": 1.0}
humo	{"ud.noun": 1.0}
humor	{"ud.noun": 1.0}
hundido	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
hundimiento	{"ud.noun": 1.0}
hungría	{"ud.propn": 1.0}
hunters	{"ud.propn": 1.0}
hurtado	{"ud.propn": 1.0}
huyeron	{"ud.verb": 1.0}
huyó	{"ud.verb": 1.0}
huésped	{"ud.noun": 1.0}
huéspedes	{"ud.noun": 1.0}
hábitat	{"ud.noun": 1.0}
hábitats	{"ud.noun": 1.0}
hábitos	{"ud.noun": 1.0}
héctor	{"ud.propn": 1.0}
hércules	{"ud.propn": 1.0}
héroe	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
héroes	{"ud.propn": 0.6, "ud.noun": 0.4}
híbrido	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
hídricos	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
hígado	{"ud.noun": 1.0}
húmedo	{"ud.adj": 0.75, "ud.propn": 0.25}
húngara	{"ud.adj": 1.0}
húngaro	{"ud.adj": 0.5, "ud.noun": 0.5}
húngaros	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
i	{"ud.propn": 0.20192307692307693, "ud.x": 0.14423076923076922, "ud.num": 0.46153846153846156, "ud.cconj": 0.19230769230769232}
i.	{"ud.propn": 0.3333333333333333, "ud.num": 0.6666666666666666}
iba	{"ud.verb": 0.17391304347826086, "ud.aux": 0.8260869565217391}
iban	{"ud.aux": 0.46153846153846156, "ud.propn": 0.07692307692307693, "ud.verb": 0.46153846153846156}
ibarra	{"ud.propn": 1.0}
iberia	{"ud.propn": 1.0}
iberojet	{"ud.propn": 1.0}
ibge	{"ud.propn": 1.0}
ibm	{"ud.propn": 1.0}
ibn	{"ud.propn": 1.0}
ibáñez	{"ud.propn": 1.0}
ibérica	{"ud.adj": 0.75, "ud.noun": 0.125, "ud.propn": 0.125}
ica	{"ud.propn": 1.0}
icarly	{"ud.propn": 1.0}
icono	{"ud.noun": 1.0}
ida	{"ud.noun": 1.0}
idea	{"ud.noun": 1.0}
ideal	{"ud.propn": 0.15, "ud.adj": 0.65, "ud.noun": 0.2}
ideas	{"ud.noun": 1.0}
identidad	{"ud.noun": 1.0}
identifica	{"ud.verb": 1.0}
identificación	{"ud.noun": 1.0}
identificada	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
identificado	{"ud.verb": 1.0}
identificados	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
identificar	{"ud.verb": 1.0}
ideología	{"ud.noun": 1.0}
ideológica	{"ud.adj": 1.0}
idioma	{"ud.noun": 1.0}
idiomas	{"ud.noun": 1.0}
ido	{"ud.verb": 0.42105263157894735, "ud.aux": 0.5263157894736842, "ud.noun": 0.05263157894736842}
idéntico	{"ud.adj": 1.0}
iglesia	{"ud.noun": 0.7435897435897436, "ud.propn": 0.2564102564102564}
iglesias	{"ud.noun": 0.5714285714285714, "ud.propn": 0.42857142857142855}
ignacio	{"ud.propn": 1.0}
ignora	{"ud.verb": 1.0}
igual	{"ud.adj": 0.796875, "ud.noun": 0.078125, "ud.adv": 0.109375, "ud.propn": 0.015625}
igualdad	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
iguales	{"ud.adj": 1.0}
igualmente	{"ud.adv": 1.0}
ii	{"ud.num": 0.8857142857142857, "ud.propn": 0.11428571428571428}
iii	{"ud.num": 0.8387096774193549, "ud.propn": 0.16129032258064516}
il	{"ud.propn": 1.0}
ilegal	{"ud.adj": 1.0}
ilegales	{"ud.adj": 1.0}
illinois	{"ud.propn": 1.0}
ilusión	{"ud.noun": 1.0}
ilustra	{"ud.verb": 1.0}
ilustraciones	{"ud.noun": 1.0}
ilustración	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
ilustrador	{"ud.noun": 1.0}
ilustre	{"ud.propn": 0.25, "ud.adj": 0.75}
imagen	{"ud.noun": 1.0}
imagina	{"ud.verb": 1.0}
imaginar	{"ud.verb": 1.0}
imaginario	{"ud.adj": 1.0}
imitación	{"ud.noun": 1.0}
imitando	{"ud.verb": 1.0}
impact	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
impacto	{"ud.noun": 1.0}
impactos	{"ud.noun": 1.0}
imparable	{"ud.adj": 1.0}
impecable	{"ud.adj": 1.0}
impedir	{"ud.verb": 1.0}
imperial	{"ud.adj": 0.6153846153846154, "ud.propn": 0.38461538461538464}
imperiales	{"ud.adj": 1.0}
imperio	{"ud.noun": 0.6285714285714286, "ud.propn": 0.37142857142857144}
impide	{"ud.verb": 1.0}
impidió	{"ud.verb": 1.0}
implacable	{"ud.adj": 1.0}
implantación	{"ud.noun": 1.0}
implementación	{"ud.noun": 1.0}
implica	{"ud.verb": 1.0}
implicaba	{"ud.verb": 1.0}
impone	{"ud.verb": 1.0}
imponer	{"ud.verb": 1.0}
importa	{"ud.verb": 1.0}
importaba	{"ud.verb": 1.0}
importación	{"ud.noun": 1.0}
importancia	{"ud.noun": 1.0}
importante	{"ud.adj": 0.9565217391304348, "ud.noun": 0.043478260869565216}
importantes	{"ud.adj": 0.98, "ud.noun": 0.02}
importar	{"ud.verb": 1.0}
importe	{"ud.noun": 1.0}
imposible	{"ud.adj": 0.9375, "ud.noun": 0.0625}
imprenta	{"ud.noun": 1.0}
imprescindible	{"ud.adj": 1.0}
impresentables	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
impresionante	{"ud.adj": 1.0}
impresionantes	{"ud.adj": 1.0}
impresión	{"ud.noun": 1.0}
improvisado	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
impuesto	{"ud.noun": 0.6, "ud.verb": 0.2, "ud.propn": 0.2}
impuestos	{"ud.noun": 1.0}
impulsa	{"ud.verb": 1.0}
impulsados	{"ud.verb": 1.0}
impulsar	{"ud.verb": 1.0}
impulso	{"ud.noun": 1.0}
impuso	{"ud.verb": 1.0}
imágenes	{"ud.noun": 1.0}
in	{"ud.propn": 0.631578947368421, "ud.adp": 0.21052631578947367, "ud.x": 0.15789473684210525}
inaugura	{"ud.verb": 1.0}
inauguración	{"ud.noun": 1.0}
inaugurada	{"ud.verb": 0.8, "ud.adj": 0.2}
inaugurado	{"ud.verb": 1.0}
inaugural	{"ud.adj": 1.0}
inauguró	{"ud.verb": 1.0}
inc.	{"ud.propn": 1.0}
inca	{"ud.propn": 0.2857142857142857, "ud.adj": 0.42857142857142855, "ud.noun": 0.2857142857142857}
incapacidad	{"ud.noun": 1.0}
incapaz	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
incas	{"ud.noun": 1.0}
incendio	{"ud.noun": 1.0}
incendios	{"ud.noun": 1.0}
incertidumbre	{"ud.noun": 1.0}
incidencia	{"ud.noun": 1.0}
incidente	{"ud.noun": 1.0}
incidentes	{"ud.noun": 1.0}
incluida	{"ud.adj": 0.16666666666666666, "ud.verb": 0.8333333333333334}
incluido	{"ud.verb": 1.0}
incluidos	{"ud.verb": 1.0}
incluir	{"ud.verb": 1.0}
incluiría	{"ud.verb": 1.0}
inclusive	{"ud.adv": 0.8571428571428571, "ud.adj": 0.14285714285714285}
inclusión	{"ud.noun": 1.0}
incluso	{"ud.adv": 0.9518072289156626, "ud.adp": 0.03614457831325301, "ud.verb": 0.012048192771084338}
incluye	{"ud.verb": 1.0}
incluyen	{"ud.verb": 1.0}
incluyendo	{"ud.verb": 1.0}
incluyeron	{"ud.verb": 1.0}
incluyó	{"ud.verb": 1.0}
incluía	{"ud.verb": 1.0}
incluían	{"ud.verb": 1.0}
inconsciente	{"ud.adj": 1.0}
incorpora	{"ud.verb": 1.0}
incorporaciones	{"ud.noun": 1.0}
incorporación	{"ud.noun": 1.0}
incorporado	{"ud.verb": 1.0}
incorporar	{"ud.verb": 1.0}
incorporarse	{"ud._": 1.0}
incorporó	{"ud.verb": 1.0}
incrementa	{"ud.verb": 1.0}
incrementar	{"ud.verb": 1.0}
incremento	{"ud.noun": 1.0}
incrementó	{"ud.verb": 1.0}
increíble	{"ud.adj": 1.0}
incumplimiento	{"ud.noun": 1.0}
incursiones	{"ud.noun": 1.0}
independencia	{"ud.noun": 0.6842105263157895, "ud.propn": 0.3157894736842105}
independentista	{"ud.adj": 1.0}
independiente	{"ud.adj": 0.7931034482758621, "ud.propn": 0.20689655172413793}
independientemente	{"ud.adv": 1.0}
independientes	{"ud.adj": 0.8, "ud.noun": 0.2}
india	{"ud.propn": 0.8, "ud.adj": 0.2}
indiana	{"ud.propn": 1.0}
indias	{"ud.propn": 1.0}
indica	{"ud.verb": 1.0}
indicaba	{"ud.verb": 1.0}
indicado	{"ud.verb": 0.7142857142857143, "ud.adj": 0.2857142857142857}
indicador	{"ud.noun": 1.0}
indican	{"ud.verb": 1.0}
indicando	{"ud.verb": 1.0}
indicaron	{"ud.verb": 1.0}
indicó	{"ud.verb": 1.0}
indie	{"ud.x": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333}
indio	{"ud.propn": 0.3333333333333333, "ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333}
indios	{"ud.noun": 0.7142857142857143, "ud.adj": 0.2857142857142857}
individual	{"ud.adj": 1.0}
individuales	{"ud.adj": 1.0}
individuos	{"ud.noun": 1.0}
indonesia	{"ud.propn": 1.0}
indulto	{"ud.noun": 1.0}
industria	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
industrial	{"ud.noun": 0.05263157894736842, "ud.adj": 0.8947368421052632, "ud.propn": 0.05263157894736842}
industriales	{"ud.adj": 0.6666666666666666, "ud.noun": 0.16666666666666666, "ud.propn": 0.16666666666666666}
industrialización	{"ud.noun": 1.0}
industrias	{"ud.noun": 0.8, "ud.propn": 0.2}
indígena	{"ud.adj": 0.9090909090909091, "ud.noun": 0.09090909090909091}
indígenas	{"ud.noun": 0.4, "ud.adj": 0.6}
ine	{"ud.propn": 1.0}
inexistente	{"ud.adj": 1.0}
infancia	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
infantería	{"ud.noun": 0.7333333333333333, "ud.propn": 0.26666666666666666}
infantes	{"ud.noun": 1.0}
infantil	{"ud.noun": 0.047619047619047616, "ud.adj": 0.8571428571428571, "ud.propn": 0.09523809523809523}
infantiles	{"ud.adj": 0.8, "ud.propn": 0.2}
infarto	{"ud.noun": 1.0}
infección	{"ud.noun": 1.0}
inferior	{"ud.adj": 1.0}
inferiores	{"ud.adj": 1.0}
infiel	{"ud.adj": 1.0}
infinito	{"ud.adj": 1.0}
inflación	{"ud.noun": 1.0}
inflorescencia	{"ud.noun": 1.0}
inflorescencias	{"ud.noun": 1.0}
influencia	{"ud.noun": 1.0}
influenciado	{"ud.verb": 1.0}
influencias	{"ud.noun": 1.0}
informa	{"ud.verb": 0.8571428571428571, "ud.propn": 0.14285714285714285}
informaciones	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
información	{"ud.noun": 0.9607843137254902, "ud.propn": 0.0392156862745098}
informado	{"ud.verb": 1.0}
informal	{"ud.adj": 1.0}
informante	{"ud.noun": 1.0}
informar	{"ud.verb": 1.0}
informativos	{"ud.adj": 1.0}
informe	{"ud.noun": 1.0}
informes	{"ud.noun": 1.0}
informática	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
informó	{"ud.verb": 1.0}
infraestructura	{"ud.noun": 1.0}
infraestructuras	{"ud.noun": 1.0}
ingeniero	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
ingenieros	{"ud.noun": 1.0}
ingeniería	{"ud.noun": 0.7333333333333333, "ud.propn": 0.26666666666666666}
ingenio	{"ud.noun": 1.0}
ingenioso	{"ud.adj": 1.0}
inglaterra	{"ud.propn": 0.975, "ud.verb": 0.025}
inglesa	{"ud.adj": 1.0}
inglesas	{"ud.adj": 1.0}
ingleses	{"ud.adj": 0.75, "ud.noun": 0.25}
inglés	{"ud.noun": 0.86, "ud.adj": 0.12, "ud.propn": 0.02}
ingrediente	{"ud.noun": 1.0}
ingredientes	{"ud.noun": 1.0}
ingresado	{"ud.verb": 1.0}
ingresar	{"ud.verb": 1.0}
ingreso	{"ud.noun": 1.0}
ingresos	{"ud.noun": 1.0}
ingresó	{"ud.verb": 1.0}
inicia	{"ud.verb": 1.0}
iniciado	{"ud.verb": 1.0}
inicial	{"ud.adj": 1.0}
iniciales	{"ud.adj": 0.625, "ud.noun": 0.375}
inicialmente	{"ud.adv": 1.0}
iniciar	{"ud.verb": 1.0}
iniciaron	{"ud.verb": 1.0}
iniciativa	{"ud.noun": 1.0}
iniciativas	{"ud.noun": 1.0}
inicio	{"ud.noun": 1.0}
inicios	{"ud.noun": 1.0}
inició	{"ud.verb": 1.0}
inmediaciones	{"ud.noun": 1.0}
inmediata	{"ud.adj": 1.0}
inmediatamente	{"ud.adv": 1.0}
inmediato	{"ud.noun": 0.5555555555555556, "ud.adj": 0.4444444444444444}
inmejorable	{"ud.adj": 1.0}
inmensa	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
inmerso	{"ud.adj": 1.0}
inmigración	{"ud.noun": 1.0}
inmigrantes	{"ud.noun": 1.0}
inmortalidad	{"ud.noun": 1.0}
inmueble	{"ud.noun": 1.0}
inmuebles	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
innovación	{"ud.noun": 0.8, "ud.propn": 0.2}
innovador	{"ud.adj": 0.8, "ud.noun": 0.2}
inocentes	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
inofensivo	{"ud.adj": 1.0}
inquietud	{"ud.noun": 1.0}
inquisición	{"ud.propn": 1.0}
inscripciones	{"ud.noun": 1.0}
inscripción	{"ud.noun": 1.0}
inscritos	{"ud.noun": 0.3333333333333333, "ud.adj": 0.3333333333333333, "ud.verb": 0.3333333333333333}
insectos	{"ud.propn": 0.09090909090909091, "ud.noun": 0.9090909090909091}
inserción	{"ud.noun": 1.0}
insistió	{"ud.verb": 1.0}
inspiración	{"ud.noun": 1.0}
inspirada	{"ud.verb": 1.0}
inspirado	{"ud.verb": 1.0}
inspiró	{"ud.verb": 1.0}
instala	{"ud.verb": 1.0}
instalaciones	{"ud.noun": 1.0}
instalación	{"ud.noun": 1.0}
instalado	{"ud.verb": 0.7142857142857143, "ud.adj": 0.2857142857142857}
instalar	{"ud.verb": 1.0}
instaló	{"ud.verb": 1.0}
instancia	{"ud.noun": 1.0}
instancias	{"ud.noun": 1.0}
institucional	{"ud.adj": 0.8571428571428571, "ud.propn": 0.14285714285714285}
instituciones	{"ud.noun": 1.0}
institución	{"ud.noun": 1.0}
institute	{"ud.propn": 1.0}
instituto	{"ud.noun": 0.28888888888888886, "ud.propn": 0.7111111111111111}
instrucciones	{"ud.noun": 0.875, "ud.propn": 0.125}
instrucción	{"ud.noun": 0.6, "ud.propn": 0.4}
instrumentación	{"ud.noun": 1.0}
instrumental	{"ud.noun": 0.5, "ud.adj": 0.5}
instrumento	{"ud.noun": 1.0}
instrumentos	{"ud.noun": 1.0}
insurgencia	{"ud.noun": 1.0}
insurgentes	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
integra	{"ud.verb": 1.0}
integración	{"ud.noun": 1.0}
integrada	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
integrado	{"ud.verb": 0.9166666666666666, "ud.propn": 0.08333333333333333}
integrados	{"ud.verb": 0.5, "ud.adj": 0.5}
integral	{"ud.adj": 0.9, "ud.propn": 0.1}
integrante	{"ud.noun": 0.75, "ud.adj": 0.25}
integrantes	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
integrar	{"ud.verb": 1.0}
integró	{"ud.verb": 1.0}
intel	{"ud.propn": 1.0}
intelectual	{"ud.adj": 0.9444444444444444, "ud.noun": 0.05555555555555555}
intelectuales	{"ud.noun": 1.0}
inteligencia	{"ud.noun": 1.0}
inteligente	{"ud.adj": 1.0}
inteligentes	{"ud.adj": 1.0}
intenciones	{"ud.noun": 1.0}
intención	{"ud.noun": 1.0}
intensa	{"ud.adj": 1.0}
intensidad	{"ud.noun": 1.0}
intenso	{"ud.adj": 1.0}
intensos	{"ud.adj": 1.0}
intenta	{"ud.verb": 1.0}
intentaba	{"ud.verb": 1.0}
intentaban	{"ud.verb": 1.0}
intentan	{"ud.verb": 1.0}
intentando	{"ud.verb": 1.0}
intentar	{"ud.verb": 1.0}
intentará	{"ud.verb": 1.0}
intento	{"ud.noun": 1.0}
intentos	{"ud.noun": 1.0}
intentó	{"ud.verb": 1.0}
inter	{"ud.propn": 0.9166666666666666, "ud.x": 0.08333333333333333}
interacciones	{"ud.noun": 1.0}
interacción	{"ud.noun": 1.0}
interamericana	{"ud.propn": 1.0}
intercambiar	{"ud.verb": 1.0}
intercambio	{"ud.noun": 1.0}
intercambios	{"ud.noun": 1.0}
intercontinental	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
interesada	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
interesado	{"ud.verb": 0.4, "ud.adj": 0.4, "ud.noun": 0.2}
interesados	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
interesante	{"ud.adj": 1.0}
interesantes	{"ud.adj": 1.0}
intereses	{"ud.noun": 1.0}
interestatal	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
interfaz	{"ud.noun": 1.0}
interferir	{"ud.verb": 1.0}
interino	{"ud.adj": 1.0}
interior	{"ud.noun": 0.7592592592592593, "ud.propn": 0.07407407407407407, "ud.adj": 0.16666666666666666}
interiores	{"ud.adj": 0.42857142857142855, "ud.noun": 0.5714285714285714}
intermedia	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
intermedio	{"ud.propn": 0.16666666666666666, "ud.adj": 0.5, "ud.noun": 0.3333333333333333}
interna	{"ud.adj": 0.8888888888888888, "ud.verb": 0.1111111111111111}
internacional	{"ud.propn": 0.23, "ud.adj": 0.74, "ud.noun": 0.03}
internacionales	{"ud.adj": 0.967741935483871, "ud.propn": 0.03225806451612903}
internacionalmente	{"ud.adv": 1.0}
internado	{"ud.adj": 0.6, "ud.verb": 0.4}
internas	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
international	{"ud.propn": 1.0}
internet	{"ud.noun": 0.84375, "ud.propn": 0.15625}
interno	{"ud.adj": 1.0}
internos	{"ud.noun": 0.5, "ud.adj": 0.5}
interpreta	{"ud.verb": 1.0}
interpretaba	{"ud.verb": 1.0}
interpretación	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
interpretada	{"ud.verb": 1.0}
interpretadas	{"ud.verb": 1.0}
interpretados	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
interpretando	{"ud.verb": 1.0}
interpretar	{"ud.verb": 1.0}
interpretó	{"ud.verb": 1.0}
intervalos	{"ud.noun": 1.0}
intervenciones	{"ud.noun": 1.0}
intervención	{"ud.noun": 0.9411764705882353, "ud.propn": 0.058823529411764705}
intervenido	{"ud.verb": 1.0}
interviene	{"ud.verb": 1.0}
interés	{"ud.noun": 1.0}
intestino	{"ud.noun": 1.0}
introducción	{"ud.noun": 1.0}
introduce	{"ud.verb": 1.0}
introducida	{"ud.verb": 1.0}
introducido	{"ud.verb": 1.0}
introducidos	{"ud.verb": 1.0}
introducir	{"ud.verb": 1.0}
introdujo	{"ud.verb": 1.0}
intérprete	{"ud.noun": 1.0}
inundaciones	{"ud.noun": 1.0}
invasión	{"ud.noun": 1.0}
invasores	{"ud.noun": 0.8, "ud.adj": 0.2}
invención	{"ud.noun": 1.0}
inventado	{"ud.verb": 0.75, "ud.adj": 0.25}
inventario	{"ud.noun": 1.0}
invernal	{"ud.adj": 1.0}
inversa	{"ud.noun": 0.5, "ud.adj": 0.5}
inversiones	{"ud.noun": 1.0}
inversión	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
invertir	{"ud.verb": 1.0}
investigaciones	{"ud.noun": 0.7058823529411765, "ud.propn": 0.29411764705882354}
investigación	{"ud.noun": 0.9574468085106383, "ud.propn": 0.0425531914893617}
investigador	{"ud.noun": 0.7, "ud.adj": 0.2, "ud.propn": 0.1}
investigadora	{"ud.adj": 0.75, "ud.noun": 0.25}
investigadores	{"ud.noun": 1.0}
investigando	{"ud.verb": 1.0}
investigar	{"ud.verb": 1.0}
investigó	{"ud.verb": 1.0}
invicto	{"ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333}
invierno	{"ud.noun": 1.0}
invita	{"ud.verb": 1.0}
invitación	{"ud.noun": 1.0}
invitada	{"ud.adj": 1.0}
invitado	{"ud.noun": 0.7142857142857143, "ud.verb": 0.2857142857142857}
invitados	{"ud.noun": 0.6, "ud.adj": 0.2, "ud.verb": 0.2}
invitan	{"ud.verb": 1.0}
invitó	{"ud.verb": 1.0}
invocar	{"ud.verb": 1.0}
involucradas	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
inés	{"ud.propn": 1.0}
inútil	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
ion	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
iowa	{"ud.propn": 1.0}
iphone	{"ud.propn": 1.0}
ipod	{"ud.propn": 1.0}
ir	{"ud.verb": 0.8333333333333334, "ud.aux": 0.16666666666666666}
ira	{"ud.noun": 0.5, "ud.propn": 0.5}
irak	{"ud.propn": 1.0}
irala	{"ud.propn": 1.0}
iraní	{"ud.adj": 1.0}
irene	{"ud.propn": 1.0}
iris	{"ud.noun": 0.3333333333333333, "ud.x": 0.3333333333333333, "ud.propn": 0.3333333333333333}
irish	{"ud.propn": 1.0}
irlanda	{"ud.propn": 1.0}
irlandesa	{"ud.adj": 1.0}
irlandés	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
iron	{"ud.x": 0.2, "ud.propn": 0.8}
irse	{"ud.verb": 0.3333333333333333, "ud._": 0.6666666666666666}
irte	{"ud._": 1.0}
irá	{"ud.verb": 1.0}
irán	{"ud.propn": 0.7333333333333333, "ud.verb": 0.06666666666666667, "ud.aux": 0.2}
iría	{"ud.aux": 0.6666666666666666, "ud.verb": 0.3333333333333333}
irónicamente	{"ud.adv": 1.0}
irún	{"ud.propn": 1.0}
is	{"ud.propn": 0.7777777777777778, "ud.x": 0.1111111111111111, "ud.verb": 0.1111111111111111}
isaac	{"ud.propn": 1.0}
isabel	{"ud.propn": 1.0}
isla	{"ud.noun": 0.825, "ud.propn": 0.175}
islam	{"ud.noun": 0.42857142857142855, "ud.propn": 0.5714285714285714}
islandia	{"ud.propn": 1.0}
islas	{"ud.noun": 0.6730769230769231, "ud.propn": 0.3269230769230769}
isleños	{"ud.noun": 0.5384615384615384, "ud.adj": 0.46153846153846156}
islámica	{"ud.adj": 0.8888888888888888, "ud.propn": 0.1111111111111111}
islámicos	{"ud.adj": 1.0}
israel	{"ud.propn": 1.0}
israelí	{"ud.adj": 1.0}
it	{"ud.propn": 1.0}
italia	{"ud.propn": 1.0}
italiana	{"ud.adj": 0.8888888888888888, "ud.propn": 0.05555555555555555, "ud.x": 0.05555555555555555}
italianas	{"ud.adj": 1.0}
italiano	{"ud.noun": 0.2702702702702703, "ud.adj": 0.6756756756756757, "ud.propn": 0.05405405405405406}
italianos	{"ud.adj": 0.75, "ud.noun": 0.25}
itunes	{"ud.propn": 1.0}
iv	{"ud.num": 1.0}
iván	{"ud.propn": 1.0}
izquierda	{"ud.adj": 0.21052631578947367, "ud.propn": 0.18421052631578946, "ud.noun": 0.6052631578947368}
izquierdas	{"ud.noun": 1.0}
izquierdo	{"ud.adj": 0.9166666666666666, "ud.propn": 0.08333333333333333}
j	{"ud.x": 0.6666666666666666, "ud.propn": 0.3333333333333333}
j.	{"ud.propn": 0.7142857142857143, "ud.x": 0.2857142857142857}
jabón	{"ud.noun": 1.0}
jack	{"ud.propn": 1.0}
jackson	{"ud.propn": 1.0}
jacob	{"ud.propn": 1.0}
jaime	{"ud.propn": 1.0}
jalisco	{"ud.propn": 1.0}
jambas	{"ud.noun": 1.0}
james	{"ud.propn": 1.0}
jamás	{"ud.adv": 1.0}
jan	{"ud.propn": 1.0}
jane	{"ud.propn": 1.0}
janeiro	{"ud.propn": 1.0}
janet	{"ud.propn": 1.0}
janssen	{"ud.propn": 1.0}
japonesa	{"ud.adj": 0.9090909090909091, "ud.propn": 0.09090909090909091}
japoneses	{"ud.noun": 0.75, "ud.adj": 0.25}
